AuthorityName,authority_id,Region,Sector,FOISA requests,FOISA closed - unclear,FOISA closed - withdrawn,FOISA fees notice,FOISA - fees paid,FOISA response on time,FOISA response late,FOISA - faliure to respond,FOISA refused - cost,FOISA - vexatious,FOISA - repeated,FOISA - full release,FOISA - none released,FOISA - some released,FOISA - none held ,FOISA - no confirm/deny,EIR requests,EIR closed - unclear ,EIR closed - withdrawn,EIRs fees notice,EIRs - fees paid,EIRs response on time,EIRs response late,EIRs - failure to respond,EIR timescale extended,EIRs refused - cost,EIRs - manifestly unreasonable,EIRs - full release,EIRs - none released ,EIRs - some released,EIRs - none held,EIRs - no confirm/deny,Subject Access Requests,FOISA reviews ,FOISA review - on time,FOISA review - late response,FOISA review - failure to respond,FOISA review - wholly/partially upheld,FOISA review - substituted decision,FOISA review - decision reached ,EIRs reviews,EIRs review - on time,EIRs review - late response ,EIRs review - failure to respond,EIR review - upheld,EIR review - not upheld,Otherwise accessible,Publication Scheme ,Disclosure prohibited: enactment ,Disclosure prohibited: EU obligation,Disclosure prohibited: Contempt of Court,Future publication: 12 weeks,Future publication: programme of research,Substantial prejudice to UK relations ,Formulation/development of government policy,Ministerial communications,Advice by Law Officers,Operation of Ministerial private office,Substantial prejudice to collective responsibility of Scottish Ministers,Substantial inhibition to free and frank provision of advice,Substantial inhibition to free and frank exchange of views,Substantial prejudice to effective conduct of public affairs,National security,Substantial prejudice to defence ,Substantial prejudice to international relations,Confidential information obtained from abroad,Trade secret,Substantial prejudice to commercial interests,Substantial prejudice to the economic interests of the UK,Substantial prejudice to the financial interests of a UK administration,Information held for the purposes of a criminal investigation,Information held for ongoing Fatal Accident Inquiry,Information held regarding cause of death,Information relating to the obtaining of information from confidential sources,Information held for purposes of civil proceedings arising out of investigations,Substantial prejudice to prevention or detection of crime,Substantial prejudice to apprehension or prosecution of offenders,Substantial prejudice to administration of justice,Substantial prejudice to assessment or collection of tax or duty,Substantial prejudice to operation of immigration controls,Substantial prejudice to maintenance of security and good order in prisons,Substantial prejudice to the exercise by a public authority for any of its functions,Substantial prejudice to civil proceedings brought by an authority,Confidentiality of communications,Actionable breach of confidence,Court records,Court records: inquiry or arbitration,Personal data of the applicant,Third party personal data ,Personal census information,Deceased person's health record,Endangerment to health or safety,Environmental information ,Substantial prejudice to audit function,Communications with the Royal Family and honours,Material in course of completion,Internal Communications,Substantial prejudice to international relations public safety etc.,Substantial prejudice to course of justice etc.,Substantial prejudice to intellectual property rights,Substantial prejudice to confidentiality of proceedings,Substantial prejudice to confidentiality of commercial or industrial information ,Substantial prejudice to the interests of a third party,Substantial prejudice to the protection of the environment,Neither confirm nor deny whether environmental information held,Personal data of the applicant,Third party personal data,Neither confirm or deny whether personal data held
Renfrewshire Council,155,Strathclyde,Local Government,1201,3,9,12,0,1134,60,1,22,0,0,812,115,163,125,2,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,65,25,25,0,0,21,3,1,0,0,0,0,0,0,47,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,10,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,16,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Renfrewshire Licensing Board,156,Strathclyde,Local Government,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Renfrewshire Valuation Joint Board and Assessor for Renfrewshire Valuation Joint Board,157,Strathclyde,Local Government,10,1,0,0,0,10,0,0,0,0,0,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Gordon University,159,Grampian,Educational Institutions,185,5,3,0,0,168,17,0,3,0,2,130,2,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Royal Conservatoire of Scotland,161,Strathclyde,Educational Institutions,74,1,0,0,0,73,1,0,0,0,0,68,0,3,2,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,3,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sabhal Mor Ostaig,162,Highland and Islands,Educational Institutions,24,0,0,0,0,21,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Advisory Committee on Distinction Awards,163,National,National Health Service,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRUC,164,National,Educational Institutions,46,0,0,0,0,43,3,0,1,0,0,35,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Ambulance Service Board,166,National,National Health Service,179,1,2,0,0,116,57,7,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,4,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Borders Council and Licensing Board,167,Lothian and Borders,Local Government,1016,12,7,0,0,902,118,6,12,2,0,697,78,221,36,3,105,0,0,0,0,101,5,2,5,0,0,74,10,22,5,0,51,32,20,13,0,23,10,0,4,2,2,0,2,2,34,0,1,0,0,5,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,54,0,0,0,51,0,0,0,0,0,0,0,0,2,0,0,0,1,12,0
Scottish Children's Reporter Administration,169,National,Others e.g. NDPBs,28,,,,,17,2,,2,,,15,,3,7,,0,,,,,,,,,,,,,,,,50,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Courts and Tribunals Service,170,National,Non Ministerial Officeholders,252,4,6,0,0,175,62,2,37,0,2,112,78,47,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,4,0,16,0,3,0,0,0,0,0,0,9,0,0,0,0,2,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,13,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Criminal Cases Review Commission,171,National,Others e.g. NDPBs,23,0,0,0,0,13,0,0,0,0,1,10,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,6,0,0,4,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Dental Practice Board,172,National,National Health Service,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Enterprise,173,National,Others e.g. NDPBs,73,1,2,0,0,65,8,0,0,0,0,37,1,26,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Environment Protection Agency,174,National,Others e.g. NDPBs,59,0,0,0,0,59,1,0,0,0,0,21,4,24,8,0,468,14,4,5,3,443,8,0,4,0,0,100,11,281,45,0,10,0,0,0,0,0,0,0,19,17,3,0,8,11,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,436,0,0,10,11,5,27,0,4,26,3,0,0,4,178,2
Scottish Further and Higher Education Funding Council,176,National,Others e.g. NDPBs,34,0,0,0,0,29,5,0,0,0,0,17,1,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Information Commissioner,177,National,Others e.g. NDPBs,151,0,9,0,0,154,0,0,0,0,1,14,8,15,101,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,7,2,3,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Scottish Law Commission,178,National,Others e.g. NDPBs,6,0,0,0,0,6,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Legal Aid Board,179,National,Others e.g. NDPBs,93,4,1,2,0,81,10,0,2,0,0,50,9,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,5,5,0,0,3,2,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Ministers (including most Government Agencies and Non-Ministerial Officeholders),180,National,Ministers/Parliament,1729,13,13,,,1386,320,,109,8,14,650,304,374,340,1,402,3,6,,,363,36,,,,,187,62,133,72,0,38,171,143,25,0,115,22,9,39,32,7,0,20,7,0,0,0,0,0,45,0,3,10,3,1,0,1,33,30,38,1,0,0,0,1,29,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,3,103,0,0,4,9,0,7,10,10,0,1,0,0,10,9,0,0,0,0,0
Scottish Natural Heritage,181,National,Others e.g. NDPBs,45,1,0,0,0,44,0,0,0,0,1,20,0,17,6,0,91,1,2,0,0,84,1,0,7,0,0,22,0,54,9,0,2,3,3,0,0,2,1,0,3,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,85,0,0,2,0,0,4,0,1,3,1,12,0,8,44,0
Scottish Parliament,182,National,Ministers/Parliament,133,0,1,0,0,132,1,0,0,0,0,40,2,20,66,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7,3,3,0,0,4,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,1,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Prison Service,184,National,Ministers/Parliament,620,5,5,7,0,426,166,3,6,17,5,350,38,109,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,37,2,0,30,17,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Public Services Ombudsman,186,National,Others e.g. NDPBs,78,0,2,0,0,79,0,0,0,0,0,10,34,11,8,2,18,0,0,0,0,21,0,0,0,0,0,0,10,2,6,0,116,6,6,0,0,6,0,0,1,1,0,0,1,0,7,3,37,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,2,0
Scottish Qualifications Authority,187,National,Others e.g. NDPBs,184,1,2,0,0,172,9,0,0,0,1,75,49,46,34,0,0,,,,,,,,,,,,,,,,70,8,7,1,0,7,1,0,0,0,0,0,0,0,26,0,0,0,0,16,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Social Services Council,188,National,Others e.g. NDPBs,33,1,0,0,0,33,0,0,1,0,0,17,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,3,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Sports Council,189,National,Others e.g. NDPBs,46,0,1,0,0,48,0,0,1,1,0,11,0,30,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Water,190,National,Others e.g. NDPBs,106,1,1,0,0,99,9,0,3,0,0,71,28,5,22,0,339,2,4,1,0,330,6,0,1,0,0,264,49,20,23,0,2,5,5,0,0,3,2,0,18,18,0,0,13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,4,0,2,0,0,0,2,0,0,0,0,8,0
Shetland Islands Council (including Licensing Board and Transport Partnership),191,Highland and Islands,Local Government,841,7,6,0,0,760,76,1,0,0,3,739,7,48,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,5,1,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shetland Health Board,193,Highland and Islands,National Health Service,434,0,2,0,0,365,65,2,7,0,0,344,23,55,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Ayrshire Council and Licensing Board,194,Ayrshire,Local Government,863,8,3,1,0,768,68,0,10,0,3,621,110,37,24,0,244,0,3,0,0,209,12,0,0,0,0,193,24,11,0,0,36,3,3,0,0,3,0,0,1,1,0,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Lanarkshire College,196,Strathclyde,Educational Institutions,37,0,0,0,0,37,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Lanarkshire Council,197,Strathclyde,Local Government,1355,,7,4,,1225,127,4,53,6,28,728,237,325,304,11,275,,0,18,,258,17,5,,1,0,121,30,103,77,0,105,48,37,11,0,32,8,5,16,15,1,0,4,11,51,0,0,0,0,15,0,0,0,0,0,0,0,2,1,6,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,13,0,0,31,142,0,0,1,1,0,0,0,6,0,0,0,1,5,0,1,0,0,23,0
South Lanarkshire Licensing Board,198,Strathclyde,Local Government,8,0,0,0,0,5,0,0,0,0,0,1,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Standards Commission for Scotland,200,National,Others e.g. NDPBs,8,0,0,0,0,8,0,0,0,0,0,6,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Hospitals Board For Scotland,201,National,National Health Service,38,0,2,0,0,24,8,2,0,0,0,26,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stirling Council and Licensing Board,202,Central,Local Government,1113,46,12,0,0,814,247,11,30,0,8,741,158,151,171,1,,,,,,,,,0,1,0,,,,,,77,35,19,12,0,15,6,10,0,0,0,0,0,0,61,0,1,0,0,1,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,2,21,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0
Strathclyde Partnership for Transport,205,Strathclyde,Local Government,44,3,0,0,0,41,3,0,1,0,0,22,3,12,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,2,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tay Road Bridge Joint Board,207,Tayside,Local Government,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tayside Health Board,209,Tayside,National Health Service,585,2,6,0,0,443,126,0,46,0,0,266,4,207,60,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,11,7,4,0,5,3,2,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,118,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tayside Valuation Joint Board,210,Tayside,Local Government,2,,,,,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Police Investigations and Review Commissioner,212,National,Others e.g. NDPBs,86,0,0,0,0,85,1,0,1,0,0,41,9,6,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,6,6,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Legal Complaints Commission,213,National,Others e.g. NDPBs,47,0,5,0,0,50,0,0,1,0,0,14,14,14,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,4,0,0,4,0,0,0,0,0,0,0,0,7,5,8,0,0,1,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Library of Scotland,215,National,Others e.g. NDPBs,17,0,0,0,0,17,0,0,1,0,0,11,0,5,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of the Highlands and Islands,216,Highland and Islands,Educational Institutions,102,2,1,0,0,101,1,0,0,0,0,76,1,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of Aberdeen,217,Grampian,Educational Institutions,98,0,4,0,0,53,27,14,0,0,0,42,5,27,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of Abertay Dundee,218,Tayside,Educational Institutions,158,2,3,4,1,142,3,0,9,0,3,48,16,77,21,0,14,0,0,0,0,14,0,0,0,0,0,4,2,7,3,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,4,12,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of Dundee,219,Tayside,Educational Institutions,289,5,7,,,286,10,,6,,7,146,2,113,21,1,1,,,,,1,,,,,,1,,,,,28,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,36,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of Edinburgh,220,Lothian and Borders,Educational Institutions,423,10,9,9,0,284,23,0,40,1,2,,12,,9,0,7,0,0,0,0,5,0,0,1,0,0,,0,,0,0,31,15,16,1,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of Glasgow,221,Strathclyde,Educational Institutions,349,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of the West of Scotland,222,Strathclyde,Educational Institutions,219,4,3,0,0,174,33,0,2,0,3,150,5,39,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
